US Electronic Short Form Leads
NAUT8002433968201411171656ELED00000100000059501406CUS-19811625               DDCESAWBFXNLS
NAUT8008494691201411171503ELED00000100000049404616CUS-19811332               dsetsf11dTRC
NAUT8008494691201411171513ELED00000100000077429832CUS-19811363               dsetsf11dTRC
NAUT8008494691201411171614ELED00000100000001108413CUS-19811502               dsetsf11dTRC
NAUT8008494691201411171614ELED00000100000077461713CUS-19811503               dsetsf11dTRC
NAUT8008494691201411171617ELED00000100000032401850CUS-19811515               dsetsf11dTRC
NAUT8008494691201411171629ELED00000100000000926787CUS-19811554               dsetsf11dTRC
NAUT8008494691201411171629ELED00000100000002717508CUS-19811555               dsetsf11dTRC
NAUT8008494691201411171646ELED00000100000003901603CUS-19811611               dsetsf11dTRC
NAUT8008494691201411171704ELED00000100000036353334CUS-19811654               dsetsf11dTRC
NAUT8008494691201411171714ELED00000100000063134314CUS-19811687               dsetsf11dTRC
NAUT8008494691201411171812ELED00000100000077041713CUS-19811821               dsetsf11dTRC
NAUT8008494691201411171813ELED00000100000030238678CUS-19811824               dsetsf11dTRC
NAUT8008494691201411171814ELED00000100000030236678CUS-19811827               dsetsf11dTRC
NAUT8008494691201411172013ELED00000100000024112276CUS-19812025               dsetsf11dTRC
NAUT8008494691201411172021ELED00000100000020164571CUS-19812055               dsetsf11dTRC
NAUT8008494691201411172031ELED00000100000039047601CUS-19812081               dsetsf11dTRC
NAUT8008494691201411172031ELED00000100000078006830CUS-19812080               dsetsf11dTRC
NAUT8008494691201411172032ELED00000100000014220716CUS-19812085               dsetsf11dTRC
NAUT8008494691201411172056ELED00000100000036280404CUS-19812115               dsetsf11dTRC
NAUT8008494691201411172057ELED00000100000019131215CUS-19812116               dsetsf11dTRC
NAUT8008494691201411172130ELED00000100000078414361CUS-19812142               dsetsf11dTRC
NAUT8008597365201411171618ELED00000100000001757508CUS-19811518               DSEESF14IBMT
NAUT8008597365201411171757ELED00000100000020724301CUS-19811799               DSEESF14IBMT
NAUT8008597365201411172132ELED00000100000034288941CUS-19812144               DSEESF14IBMT
NAUT8008731642201411170743ELED00000100000067601541CUS-19810192               DSETSF14ATRC
NAUT8008731642201411170745ELED00000100000063640575CUS-19810202               DSETSF14ATRC
NAUT8008731642201411170745ELED00000100000068352402CUS-19810203               DSETSF14ATRC
NAUT8008731642201411170746ELED00000100000010928845CUS-19810208               DSETSF14ATRC
NAUT8008731642201411170746ELED00000100000044509813CUS-19810206               DSETSF14ATRC
NAUT8008731642201411170748ELED00000100000003582603CUS-19810214               DSETSF14ATRC
NAUT8008731642201411170748ELED00000100000077578815CUS-19810215               DSETSF14ATRC
NAUT8008731642201411170749ELED00000100000071913501CUS-19810220               DSETSF14ATRC
NAUT8008731642201411170749ELED00000100000078041956CUS-19810217               DSETSF14ATRC
NAUT8008731642201411170750ELED00000100000083204208CUS-19810222               DSETSF14ATRC
NAUT8008731642201411170751ELED00000100000002052508CUS-19810224               DSETSF14ATRC
NAUT8008731642201411170751ELED00000100000066215913CUS-19810227               DSETSF14ATRC
NAUT8008731642201411170756ELED00000100000002184781CUS-19810243               DSETSF14ATRC
NAUT8008731642201411170757ELED00000100000037708865CUS-19810247               DSETSF14ATRC
NAUT8008731642201411170757ELED00000100000046001765CUS-19810246               DSETSF14ATRC
NAUT8008731642201411170757ELED00000100000065692417CUS-19810248               DSETSF14ATRC
NAUT8008731642201411171002ELED00000100000023832631CUS-19810554               DSETSF14ATRC
NAUT8008731642201411171002ELED00000100000089135702CUS-19810555               DSETSF14ATRC
NAUT8008731642201411171016ELED00000100000037342931CUS-19810591               DSETSF14ATRC
NAUT8008731642201411171017ELED00000100000034711270CUS-19810594               DSETSF14ATRC
NAUT8008731642201411171018ELED00000100000017061717CUS-19810596               DSETSF14ATRC
NAUT8008731642201411171018ELED00000100000065441636CUS-19810597               DSETSF14ATRC
NAUT8008731642201411171019ELED00000100000058554701CUS-19810599               DSETSF14ATRC
NAUT8008731642201411171020ELED00000100000043019609CUS-19810603               DSETSF14ATRC
NAUT8008731642201411171022ELED00000100000011727631CUS-19810614               DSETSF14ATRC
NAUT8008731642201411171022ELED00000100000073010405CUS-19810616               DSETSF14ATRC
NAUT8008731642201411171023ELED00000100000008057857CUS-19810619               DSETSF14ATRC
NAUT8008731642201411171023ELED00000100000024486540CUS-19810618               DSETSF14ATRC
NAUT8008731642201411171023ELED00000100000034114239CUS-19810617               DSETSF14ATRC
NAUT8008731642201411171024ELED00000100000019111215CUS-19810620               DSETSF14ATRC
NAUT8008731642201411171024ELED00000100000074134918CUS-19810621               DSETSF14ATRC
NAUT8008731642201411171024ELED00000100000080023303CUS-19810623               DSETSF14ATRC
NAUT8008731642201411171025ELED00000100000044256330CUS-19810625               DSETSF14ATRC
NAUT8008731642201411171025ELED00000100000076164682CUS-19810626               DSETSF14ATRC
NAUT8008731642201411171026ELED00000100000072301901CUS-19810636               DSETSF14ATRC
NAUT8008731642201411171027ELED00000100000062948618CUS-19810637               DSETSF14ATRC
NAUT8008731642201411171027ELED00000100000076544254CUS-19810640               DSETSF14ATRC
NAUT8008731642201411171028ELED00000100000011758917CUS-19810641               DSETSF14ATRC
NAUT8008731642201411171029ELED00000100000021207443CUS-19810647               DSETSF14ATRC
NAUT8008731642201411171038ELED00000100000003038603CUS-19810667               DSETSF14ATRC
NAUT8008731642201411171038ELED00000100000023832CUS-19810665               DSETSF14ATRC
NAUT8008731642201411171038ELED00000100000097754542CUS-19810668               DSETSF14ATRC
NAUT8008731642201411171039ELED00000100000037160615CUS-19810671               DSETSF14ATRC
NAUT8008731642201411171039ELED00000100000075605903CUS-19810674               DSETSF14ATRC
NAUT8008731642201411171041ELED00000100000078209210CUS-19810677               DSETSF14ATRC
NAUT8008731642201411171043ELED00000100000094903415CUS-19810685               DSETSF14ATRC
NAUT8008731642201411171043ELED00000100000099502907CUS-19810684               DSETSF14ATRC
NAUT8008731642201411171043ELED00000100000099705907CUS-19810683               DSETSF14ATRC
NAUT8008731642201411171131ELED00000100000023454757CUS-19810825               DSETSF14ATRC
NAUT8008731642201411171147ELED00000100000046742260CUS-19810862               DSETSF14ATRC
NAUT8008731642201411171147ELED00000100000064055816CUS-19810861               DSETSF14ATRC
NAUT8008731642201411171148ELED00000100000078640512CUS-19807549               DSETSF14ATRC
NAUT8008731642201411171149ELED00000100000076002214CUS-19810864               DSETSF14ATRC
NAUT8008731642201411171149ELED00000100000078253210CUS-19810863               DSETSF14ATRC
NAUT8008731642201411171150ELED00000100000029461843CUS-19810866               DSETSF14ATRC
NAUT8008731642201411171150ELED00000100000079110806CUS-19810865               DSETSF14ATRC
NAUT8008731642201411171151ELED00000100000056320320CUS-19810868               DSETSF14ATRC
NAUT8008731642201411171151ELED00000100000080138720CUS-19810870               DSETSF14ATRC
NAUT8008731642201411171152ELED00000100000031522912CUS-19810873               DSETSF14ATRC
NAUT8008731642201411171203ELED00000100000053219414CUS-19810920               DSETSF14ATRC
NAUT8008731642201411171242ELED00000100000010305718CUS-19811013               DSETSF14ATRC
NAUT8008731642201411171243ELED00000100000060120708CUS-19811015               DSETSF14ATRC
NAUT8008731642201411171319ELED00000100000089030702CUS-19811096               DSETSF14ATRC
NAUT8008731642201411171320ELED00000100000095121408CUS-19811099               DSETSF14ATRC
NAUT8008731642201411171321ELED00000100000089706775CUS-19811100               DSETSF14ATRC
NAUT8008731642201411171325ELED00000100000091945619CUS-19811109               DSETSF14ATRC
NAUT8008731642201411171326ELED00000100000093703559CUS-19811112               DSETSF14ATRC
NAUT8008731642201411171426ELED00000100000098520360CUS-19811267               DSETSF14ATRC
NAUT8008731642201411171443ELED00000100000014905607CUS-19811294               DSETSF14ATRC
NAUT8008731642201411171444ELED00000100000030044677CUS-19811296               DSETSF14ATRC
NAUT8008731642201411171445ELED00000100000039563228CUS-19811299               DSETSF14ATRC
NAUT8008731642201411171544ELED00000100000007940973CUS-19811434               DSETSF14ATRC
NAUT8008731642201411171545ELED00000100000032404850CUS-19811435               DSETSF14ATRC
NAUT8008731642201411171546ELED00000100000008691609CUS-19811440               DSETSF14ATRC
NAUT8008731642201411171546ELED00000100000016504814CUS-19811441               DSETSF14ATRC
NAUT8008731642201411171615ELED00000100000060532331CUS-19811511               DSETSF14ATRC
NAUT8008731642201411171746ELED00000100000032233904CUS-19811772               DSETSF14ATRC
NAUT8008731642201411171945ELED00000100000070560337CUS-19811977               DSETSF14ATRC
NAUT8008731642201411172043ELED00000100000095337209CUS-19812101               DSETSF14ATRC
NAUT8009521489201411170142ELED00000100000038668662CUS-19809963               dsetsf11fTRC
NAUT8009521489201411170257ELED00000100000021826443CUS-19809978               dsetsf11fTRC
NAUT8009521489201411170357ELED00000100000013040607CUS-19809986               dsetsf11fTRC
NAUT8009521489201411171528ELED00000100000015129412CUS-19811384               dsetsf11fTRC
NAUT8009521489201411171715ELED00000100000003104603CUS-19811693               dsetsf11fTRC
NAUT8009528621201411170042ELED00000100000017055717CUS-19809944               dsetsf12aTRC
NAUT8009528621201411170043ELED00000100000054126920CUS-19809949               dsetsf12aTRC
NAUT8009528621201411170043ELED00000100000075140214CUS-19809947               dsetsf12aTRC
NAUT8009528621201411170043ELED00000100000099801907CUS-19809946               dsetsf12aTRC
NAUT8009528621201411170044ELED00000100000020165703CUS-19809951               dsetsf12aTRC
NAUT8009528621201411170156ELED00000100000024701304CUS-19809967               dsetsf12aTRC
NAUT8009528621201411170212ELED00000100000017815570CUS-19809968               dsetsf12aTRC
NAUT8009528621201411170237ELED00000100000029518843CUS-19809974               dsetsf12aTRC
NAUT8009528621201411170427ELED00000100000019151610CUS-19809996               dsetsf12aTRC
NAUT8009528621201411170658ELED00000100000022701540CUS-19534397               dsetsf12aTRC
NAUT8009528621201411170658ELED00000100000059337406CUS-19810083               dsetsf12aTRC
NAUT8009528621201411170744ELED00000100000025177304CUS-19810198               dsetsf12aTRC
NAUT8009528621201411170749ELED00000100000067505620CUS-19810219               dsetsf12aTRC
NAUT8009528621201411170750ELED00000100000001027413CUS-19810221               dsetsf12aTRC
NAUT8009528621201411170756ELED00000100000023060804CUS-19810245               dsetsf12aTRC
NAUT8009528621201411170803ELED00000100000076051817CUS-19810266               dsetsf12aTRC
NAUT8009528621201411170804ELED00000100000037813309CUS-19810271               dsetsf12aTRC
NAUT8009528621201411170813ELED00000100000006610718CUS-19810286               dsetsf12aTRC
NAUT8009528621201411170815ELED00000100000043130740CUS-19810293               dsetsf12aTRC
NAUT8009528621201411170819ELED00000100000054016651CUS-19810308               dsetsf12aTRC
NAUT8009528621201411170828ELED00000100000035126205CUS-19810322               dsetsf12aTRC
NAUT8009528621201411170828ELED00000100000037013615CUS-19810319               dsetsf12aTRC
NAUT8009528621201411170830ELED00000100000080524970CUS-19810325               dsetsf12aTRC
NAUT8009528621201411170848ELED00000100000014513315CUS-19810366               dsetsf12aTRC
NAUT8009528621201411170849ELED00000100000019446610CUS-19810372               dsetsf12aTRC
NAUT8009528621201411170849ELED00000100000031601229CUS-19810369               dsetsf12aTRC
NAUT8009528621201411170859ELED00000100000093013805CUS-19810384               dsetsf12aTRC
NAUT8009528621201411170900ELED00000100000047471812CUS-19810391               dsetsf12aTRC
NAUT8009528621201411170901ELED00000100000077388936CUS-19810393               dsetsf12aTRC
NAUT8009528621201411170902ELED00000100000019805302CUS-19686017               dsetsf12aTRC
NAUT8009528621201411170903ELED00000100000016870814CUS-19810397               dsetsf12aTRC
NAUT8009528621201411170949ELED00000100000019904302CUS-19810517               dsetsf12aTRC
NAUT8009528621201411170950ELED00000100000085385623CUS-19810519               dsetsf12aTRC
NAUT8009528621201411171003ELED00000100000092078760CUS-19810559               dsetsf12aTRC
NAUT8009528621201411171028ELED00000100000030265770CUS-19810644               dsetsf12aTRC
NAUT8009528621201411171115ELED00000100000035071CUS-19810781               dsetsf12aTRC
NAUT8009528621201411171127ELED00000100000093630559CUS-19810808               dsetsf12aTRC
NAUT8009528621201411171156ELED00000100000020784202CUS-19810889               SAWSF12ATRC
NAUT8009528621201411171158ELED00000100000085302602CUS-19810901               dsetsf12aTRC
NAUT8009528621201411171219ELED00000100000065202573CUS-19810954               dsetsf12aTRC
NAUT8009528621201411171219ELED00000100000073433580CUS-19810953               dsetsf12aTRC
NAUT8009528621201411171219ELED00000100000074068918CUS-19810955               dsetsf12aTRC
NAUT8009528621201411171220ELED00000100000019560610CUS-19810956               dsetsf12aTRC
NAUT8009528621201411171220ELED00000100000061875217CUS-19810957               dsetsf12aTRC
NAUT8009528621201411171221ELED00000100000011434718CUS-19810960               dsetsf12aTRC
NAUT8009528621201411171225ELED00000100000051103712CUS-19810971               dsetsf12aTRC
NAUT8009528621201411171226ELED00000100000002048508CUS-19810975               dsetsf12aTRC
NAUT8009528621201411171239ELED00000100000078148210CUS-19811003               dsetsf12aTRC
NAUT8009528621201411171240ELED00000100000045458937CUS-19811004               dsetsf12aTRC
NAUT8009528621201411171240ELED00000100000049770231CUS-19811005               dsetsf12aTRC
NAUT8009528621201411171242ELED00000100000055803218CUS-19811011               dsetsf12aTRC
NAUT8009528621201411171243ELED00000100000018103610CUS-19811014               dsetsf12aTRC
NAUT8009528621201411171244ELED00000100000035452205CUS-19811017               dsetsf12aTRC
NAUT8009528621201411171305ELED00000100000097128593CUS-19811070               dsetsf12aTRC
NAUT8009528621201411171333ELED00000100000077983361CUS-19811131               dsetsf12aTRC
NAUT8009528621201411171350ELED00000100000029620864CUS-19811168               dsetsf12aTRC
NAUT8009528621201411171350ELED00000100000029620864CUS-19811169               dsetsf12aTRC
NAUT8009528621201411171416ELED00000100000018436570CUS-19811243               dsetsf12aTRC
NAUT8009528621201411171500ELED00000100000073020405CUS-19811322               dsetsf12aTRC
NAUT8009528621201411171501ELED00000100000072758479CUS-19811325               dsetsf12aTRC
NAUT8009528621201411171501ELED00000100000089015702CUS-19811324               dsetsf12aTRC
NAUT8009528621201411171502ELED00000100000098221360CUS-19811329               dsetsf12aTRC
NAUT8009528621201411171558ELED00000100000057401605CUS-19811467               dsetsf12aTRC
NAUT8009528621201411171559ELED00000100000032702352CUS-19811471               dsetsf12aTRC
NAUT8009528621201411171600ELED00000100000027028336CUS-19811474               dsetsf12aTRC
NAUT8009528621201411171600ELED00000100000079602325CUS-19811472               dsetsf12aTRC
NAUT8009528621201411171614ELED00000100000036265256CUS-19811505               dsetsf12aTRC
NAUT8009528621201411171615ELED00000100000037705865CUS-19811510               dsetsf12aTRC
NAUT8009528621201411171615ELED00000100000045238513CUS-19811507               dsetsf12aTRC
NAUT8009528621201411171615ELED00000100000070461985CUS-19811506               dsetsf12aTRC
NAUT8009528621201411171628ELED00000100000043004614CUS-19811550               dsetsf12aTRC
NAUT8009528621201411171628ELED00000100000062442217CUS-19811548               dsetsf12aTRC
NAUT8009528621201411171658ELED00000100000060103630CUS-19811632               dsetsf12aTRC
NAUT8009528621201411171706ELED00000100000085326623CUS-19811662               dsetsf12aTRC
NAUT8009528621201411171730ELED00000100000060585815CUS-19811743               dsetsf12aTRC
NAUT8009528621201411171743ELED00000100000023430757CUS-19811763               dsetsf12aTRC
NAUT8009528621201411171743ELED00000100000032112386CUS-19811760               dsetsf12aTRC
NAUT8009528621201411171743ELED00000100000076052703CUS-19811762               dsetsf12aTRC
NAUT8009528621201411171757ELED00000100000083686208CUS-19811798               dsetsf12aTRC
NAUT8009528621201411171825ELED00000100000091710951CUS-19811853               SAWSF12ATRC
NAUT8009528621201411171829ELED00000100000032827407CUS-19811863               dsetsf12aTRC
NAUT8009528621201411171829ELED00000100000053406262CUS-19811864               dsetsf12aTRC
NAUT8009528621201411171829ELED00000100000091710951CUS-19811865               dsetsf12aTRC
NAUT8009528621201411171830ELED00000100000037040931CUS-19811868               dsetsf12aTRC
NAUT8009528621201411171844ELED00000100000091750626CUS-19811902               dsetsf12aTRC
NAUT8009528621201411171859ELED00000100000029150803CUS-19811922               dsetsf12aTRC
NAUT8009528621201411171913ELED00000100000002360774CUS-19811943               dsetsf12aTRC
NAUT8009528621201411171944ELED00000100000042141270CUS-19811975               dsetsf12aTRC
NAUT8009528621201411171944ELED00000100000044301330CUS-19811974               dsetsf12aTRC
NAUT8009528621201411171945ELED00000100000054311920CUS-19811978               dsetsf12aTRC
NAUT8009528621201411171945ELED00000100000093639559CUS-19811976               dsetsf12aTRC
NAUT8009528621201411171946ELED00000100000095368209CUS-19811980               dsetsf12aTRC
NAUT8009528621201411172013ELED00000100000002860401CUS-19812024               dsetsf12aTRC
NAUT8009528621201411172014ELED00000100000003042603CUS-19812029               dsetsf12aTRC
NAUT8009528621201411172014ELED00000100000015210412CUS-19812026               dsetsf12aTRC
NAUT8009528621201411172014ELED00000100000030549678CUS-19812027               dsetsf12aTRC
NAUT8009528621201411172014ELED00000100000077356936CUS-19812028               dsetsf12aTRC
NAUT8009528621201411172015ELED00000100000048504810CUS-19812032               dsetsf12aTRC
NAUT8009528621201411172015ELED00000100000084025801CUS-19812031               dsetsf12aTRC
NAUT8009528621201411172016ELED00000100000002915401CUS-19812035               dsetsf12aTRC
NAUT8009528621201411172016ELED00000100000020015202CUS-19812033               dsetsf12aTRC
NAUT8009528621201411172017ELED00000100000031061478CUS-19812038               dsetsf12aTRC
NAUT8009528621201411172017ELED00000100000042633606CUS-19812037               dsetsf12aTRC
NAUT8009528621201411172018ELED00000100000024502434CUS-19812043               dsetsf12aTRC
NAUT8009528621201411172018ELED00000100000074868405CUS-19812045               dsetsf12aTRC
NAUT8009528621201411172019ELED00000100000033477561CUS-19812048               dsetsf12aTRC
NAUT8009528621201411172020ELED00000100000012496518CUS-19812053               dsetsf12aTRC
NAUT8009528621201411172020ELED00000100000013021315CUS-19812052               dsetsf12aTRC
NAUT8009528621201411172020ELED00000100000097080503CUS-19812051               dsetsf12aTRC
NAUT8009528621201411172024ELED00000100000030331770CUS-19812065               dsetsf12aTRC
NAUT8009528621201411172024ELED00000100000065726417CUS-19812066               dsetsf12aTRC
NAUT8009528621201411172025ELED00000100000070810561CUS-19812068               dsetsf12aTRC
NAUT8009528621201411172029ELED00000100000073160405CUS-19812075               dsetsf12aTRC
NAUT8009528621201411172029ELED00000100000078155210CUS-19812073               dsetsf12aTRC
NAUT8009528621201411172029ELED00000100000098387253CUS-19812074               dsetsf12aTRC
NAUT8009528621201411172030ELED00000100000017740570CUS-19812076               dsetsf12aTRC
NAUT8009528621201411172159ELED00000100000039073601CUS-19812164               dsetsf12aTRC
NAUT8009528621201411172214ELED00000100000035011469CUS-19812176               dsetsf12aTRC
NAUT8009528621201411172214ELED00000100000060050815CUS-19812177               dsetsf12aTRC
NAUT8009528621201411172228ELED00000100000018042610CUS-19812184               dsetsf12aTRC
NAUT8009528621201411172257ELED00000100000035811256CUS-19812192               dsetsf12aTRC
NAUT8009528621201411172341ELED00000100000054935920CUS-19812206               dsetsf12aTRC
NAUT8009528621201411172356ELED00000100000093727559CUS-19812211               dsetsf12aTRC
NAUT8009528621201411172357ELED00000100000061704309CUS-19812212               dsetsf12aTRC
NAUT8009528621201411172357ELED00000100000094044650CUS-19812213               dsetsf12aTRC
NAUT8009528621201411172358ELED00000100000039501228CUS-19812217               dsetsf12aTRC
