US Electronic Short Form Leads
NAUT8002433968201411210632ELED00000100000037421423CUS-19215128               DDCESAWBFXNLS
NAUT8008731642201411211459ELED00000100000097006503CUS-19819074               DSETSF14ATRC
NAUT8008731642201411211505ELED00000100000094513510CUS-19819094               DSETSF14ATRC
NAUT8008731642201411211559ELED00000100000098058425CUS-19819214               DSETSF14ATRC
NAUT8008731642201411212043ELED00000100000030328404CUS-19819493               DSETSF14ATRC
NAUT8008731642201411212043ELED00000100000049423616CUS-19819492               DSETSF14ATRC
NAUT8008731642201411212312ELED00000100000030135770CUS-19819547               DSETSF14ATRC
NAUT8009521489201411210825ELED00000100000055068651CUS-19818286               dsetsf11fTRC
NAUT8009521489201411211215ELED00000100000020657717CUS-19818779               dsetsf11fTRC
NAUT8009521489201411211314ELED00000100000033313786CUS-19818940               dsetsf11fTRC
NAUT8009528621201411210013ELED00000100000096797808CUS-19817929               dsetsf12aTRC
NAUT8009528621201411210028ELED00000100000074464918CUS-19817933               dsetsf12aTRC
NAUT8009528621201411210158ELED00000100000020176703CUS-19817945               dsetsf12aTRC
NAUT8009528621201411210158ELED00000100000092130858CUS-19817944               dsetsf12aTRC
NAUT8009528621201411210159ELED00000100000028391910CUS-19817946               dsetsf12aTRC
NAUT8009528621201411210159ELED00000100000096001530CUS-19817947               dsetsf12aTRC
NAUT8009528621201411210227ELED00000100000084604817CUS-19817951               dsetsf12aTRC
NAUT8009528621201411210312ELED00000100000021702301CUS-19817961               dsetsf12aTRC
NAUT8009528621201411210314ELED00000100000027127757CUS-19817963               dsetsf12aTRC
NAUT8009528621201411210314ELED00000100000046994765CUS-19817965               dsetsf12aTRC
NAUT8009528621201411210314ELED00000100000076548254CUS-19817964               dsetsf12aTRC
NAUT8009528621201411210315ELED00000100000023947434CUS-19817968               dsetsf12aTRC
NAUT8009528621201411210315ELED00000100000040175270CUS-19817966               dsetsf12aTRC
NAUT8009528621201411210315ELED00000100000052101563CUS-19817967               dsetsf12aTRC
NAUT8009528621201411210316ELED00000100000053185262CUS-19817969               dsetsf12aTRC
NAUT8009528621201411210329ELED00000100000079707432CUS-19817974               dsetsf12aTRC
NAUT8009528621201411210330ELED00000100000030309404CUS-19817976               dsetsf12aTRC
NAUT8009528621201411210330ELED00000100000030736423CUS-19817975               dsetsf12aTRC
NAUT8009528621201411210331ELED00000100000029229803CUS-19817979               dsetsf12aTRC
NAUT8009528621201411210332ELED00000100000029651864CUS-19817980               dsetsf12aTRC
NAUT8009528621201411210332ELED00000100000043076740CUS-19817981               dsetsf12aTRC
NAUT8009528621201411210333ELED00000100000022580540CUS-19817983               dsetsf12aTRC
NAUT8009528621201411210333ELED00000100000027407336CUS-19817984               dsetsf12aTRC
NAUT8009528621201411210333ELED00000100000034116239CUS-19817985               dsetsf12aTRC
NAUT8009528621201411210334ELED00000100000028323910CUS-19817986               dsetsf12aTRC
NAUT8009528621201411210335ELED00000100000021214410CUS-19817987               dsetsf12aTRC
NAUT8009528621201411210343ELED00000100000037814423CUS-19817991               dsetsf12aTRC
NAUT8009528621201411210358ELED00000100000039426601CUS-19817994               dsetsf12aTRC
NAUT8009528621201411210359ELED00000100000030004770CUS-19817995               dsetsf12aTRC
NAUT8009528621201411210412ELED00000100000078411979CUS-19817997               dsetsf12aTRC
NAUT8009528621201411210422ELED00000100000010308718CUS-19817998               dsetsf12aTRC
NAUT8009528621201411210457ELED00000100000042324270CUS-19818012               dsetsf12aTRC
NAUT8009528621201411210643ELED00000100000033713727CUS-19818076               dsetsf12aTRC
NAUT8009528621201411210644ELED00000100000079903915CUS-19818077               dsetsf12aTRC
NAUT8009528621201411210645ELED00000100000072438870CUS-19818080               dsetsf12aTRC
NAUT8009528621201411210645ELED00000100000089013775CUS-19818079               dsetsf12aTRC
NAUT8009528621201411210732ELED00000100000055314330CUS-19818143               dsetsf12aTRC
NAUT8009528621201411210732ELED00000100000077065337CUS-19818141               dsetsf12aTRC
NAUT8009528621201411210758ELED00000100000044718330CUS-19818199               dsetsf12aTRC
NAUT8009528621201411210906ELED00000100000084601801CUS-19818399               dsetsf12aTRC
NAUT8009528621201411210931ELED00000100000092020619CUS-19818471               dsetsf12aTRC
NAUT8009528621201411210947ELED00000100000049424616CUS-19818495               dsetsf12aTRC
NAUT8009528621201411211006ELED00000100000008690609CUS-19818545               dsetsf12aTRC
NAUT8009528621201411211020ELED00000100000049085269CUS-19818572               dsetsf12aTRC
NAUT8009528621201411211030ELED00000100000063090636CUS-19818585               dsetsf12aTRC
NAUT8009528621201411211105ELED00000100000078240210CUS-19818661               dsetsf12aTRC
NAUT8009528621201411211119ELED00000100000018067484CUS-19818691               dsetsf12aTRC
NAUT8009528621201411211119ELED00000100000032208904CUS-19818692               dsetsf12aTRC
NAUT8009528621201411211119ELED00000100000098383360CUS-19818694               dsetsf12aTRC
NAUT8009528621201411211120ELED00000100000074423918CUS-19818696               dsetsf12aTRC
NAUT8009528621201411211144ELED00000100000014605585CUS-19818745               dsetsf12aTRC
NAUT8009528621201411211158ELED00000100000020746240CUS-19818767               dsetsf12aTRC
NAUT8009528621201411211158ELED00000100000033803630CUS-19818768               dsetsf12aTRC
NAUT8009528621201411211159ELED00000100000013021801CUS-19818770               dsetsf12aTRC
NAUT8009528621201411211159ELED00000100000033950330CUS-19818769               dsetsf12aTRC
NAUT8009528621201411211207ELED00000100000016051724CUS-19818796               dsetsf12aTRC
NAUT8009528621201411211210ELED00000100000027549919CUS-19818806               dsetsf12aTRC
NAUT8009528621201411211210ELED00000100000031522904CUS-19818803               dsetsf12aTRC
NAUT8009528621201411211211ELED00000100000006340860CUS-19818807               dsetsf12aTRC
NAUT8009528621201411211212ELED00000100000032425850CUS-19818815               dsetsf12aTRC
NAUT8009528621201411211212ELED00000100000056085507CUS-19818812               dsetsf12aTRC
NAUT8009528621201411211213ELED00000100000010466646CUS-19818819               dsetsf12aTRC
NAUT8009528621201411211213ELED00000100000077371936CUS-19818816               dsetsf12aTRC
NAUT8009528621201411211213ELED00000100000078543956CUS-19818818               dsetsf12aTRC
NAUT8009528621201411211222ELED00000100000057701605CUS-19818842               dsetsf12aTRC
NAUT8009528621201411211243ELED00000100000041240606CUS-19818885               dsetsf12aTRC
NAUT8009528621201411211304ELED00000100000019709302CUS-19818917               dsetsf12aTRC
NAUT8009528621201411211304ELED00000100000076020817CUS-19818918               dsetsf12aTRC
NAUT8009528621201411211305ELED00000100000020902240CUS-19818921               dsetsf12aTRC
NAUT8009528621201411211305ELED00000100000077373832CUS-19818920               dsetsf12aTRC
NAUT8009528621201411211306ELED00000100000015206412CUS-19818922               dsetsf12aTRC
NAUT8009528621201411211306ELED00000100000085748520CUS-19818924               dsetsf12aTRC
NAUT8009528621201411211306ELED00000100000091710909CUS-19818923               dsetsf12aTRC
NAUT8009528621201411211307ELED00000100000060632773CUS-19818927               dsetsf12aTRC
NAUT8009528621201411211307ELED00000100000088220575CUS-19818926               dsetsf12aTRC
NAUT8009528621201411211313ELED00000100000068873308CUS-19818938               dsetsf12aTRC
NAUT8009528621201411211343ELED00000100000038106901CUS-19818968               dsetsf12aTRC
NAUT8009528621201411211343ELED00000100000089705775CUS-19818967               dsetsf12aTRC
NAUT8009528621201411211344ELED00000100000064055816CUS-19818969               dsetsf12aTRC
NAUT8009528621201411211345ELED00000100000080863719CUS-19818970               dsetsf12aTRC
NAUT8009528621201411211347ELED00000100000045011513CUS-19818975               dsetsf12aTRC
NAUT8009528621201411211359ELED00000100000095301209CUS-19818996               dsetsf12aTRC
NAUT8009528621201411211400ELED00000100000090706562CUS-19819001               dsetsf12aTRC
NAUT8009528621201411211407ELED00000100000048039CUS-19819015               dsetsf12aTRC
NAUT8009528621201411211414ELED00000100000098387253CUS-19819024               dsetsf12aTRC
NAUT8009528621201411211444ELED00000100000094015650CUS-19819063               dsetsf12aTRC
NAUT8009528621201411211444ELED00000100000095817510CUS-19819064               dsetsf12aTRC
NAUT8009528621201411211445ELED00000100000098034425CUS-19819065               dsetsf12aTRC
NAUT8009528621201411211458ELED00000100000091744626CUS-19819073               dsetsf12aTRC
NAUT8009528621201411211529ELED00000100000010040917CUS-19819149               SAWSF12ATRC
NAUT8009528621201411211529ELED00000100000068522402CUS-19819152               dsetsf12aTRC
NAUT8009528621201411211543ELED00000100000033774727CUS-19819161               dsetsf12aTRC
NAUT8009528621201411211543ELED00000100000043612419CUS-19819159               dsetsf12aTRC
NAUT8009528621201411211544ELED00000100000077802979CUS-19819162               dsetsf12aTRC
NAUT8009528621201411211549ELED00000100000011772631CUS-19819178               dsetsf12aTRC
NAUT8009528621201411211549ELED00000100000017801570CUS-19819177               dsetsf12aTRC
NAUT8009528621201411211549ELED00000100000075154469CUS-19819176               dsetsf12aTRC
NAUT8009528621201411211550ELED00000100000008850732CUS-19819179               dsetsf12aTRC
NAUT8009528621201411211550ELED00000100000049344269CUS-19819180               dsetsf12aTRC
NAUT8009528621201411211551ELED00000100000048329248CUS-19819183               dsetsf12aTRC
NAUT8009528621201411211551ELED00000100000079763830CUS-19819185               dsetsf12aTRC
NAUT8009528621201411211552ELED00000100000070815594CUS-19819189               dsetsf12aTRC
NAUT8009528621201411211552ELED00000100000072111501CUS-19819186               dsetsf12aTRC
NAUT8009528621201411211552ELED00000100000092863714CUS-19819188               dsetsf12aTRC
NAUT8009528621201411211553ELED00000100000039339662CUS-19819191               dsetsf12aTRC
NAUT8009528621201411211553ELED00000100000078261830CUS-19819194               dsetsf12aTRC
NAUT8009528621201411211554ELED00000100000076548254CUS-19819195               dsetsf12aTRC
NAUT8009528621201411211555ELED00000100000050111515CUS-19819197               dsetsf12aTRC
NAUT8009528621201411211556ELED00000100000002151617CUS-19819202               dsetsf12aTRC
NAUT8009528621201411211557ELED00000100000027524919CUS-19819206               dsetsf12aTRC
NAUT8009528621201411211557ELED00000100000093647559CUS-19819204               dsetsf12aTRC
NAUT8009528621201411211558ELED00000100000038017901CUS-19819211               dsetsf12aTRC
NAUT8009528621201411211558ELED00000100000039090662CUS-19819210               dsetsf12aTRC
NAUT8009528621201411211558ELED00000100000044706330CUS-19819209               dsetsf12aTRC
NAUT8009528621201411211559ELED00000100000033165786CUS-19819213               dsetsf12aTRC
NAUT8009528621201411211603ELED00000100000001902918CUS-19819221               dsetsf12aTRC
NAUT8009528621201411211603ELED00000100000035224205CUS-19819219               dsetsf12aTRC
NAUT8009528621201411211604ELED00000100000011386347CUS-19819224               dsetsf12aTRC
NAUT8009528621201411211613ELED00000100000075028214CUS-19819232               dsetsf12aTRC
NAUT8009528621201411211614ELED00000100000048906517CUS-19819237               dsetsf12aTRC
NAUT8009528621201411211614ELED00000100000077089713CUS-19819233               dsetsf12aTRC
NAUT8009528621201411211615ELED00000100000028625704CUS-19819240               dsetsf12aTRC
NAUT8009528621201411211645ELED00000100000039206601CUS-19819267               dsetsf12aTRC
NAUT8009528621201411211645ELED00000100000070809225CUS-19819266               dsetsf12aTRC
NAUT8009528621201411211658ELED00000100000085301623CUS-19819282               dsetsf12aTRC
NAUT8009528621201411211659ELED00000100000085201602CUS-19819283               dsetsf12aTRC
NAUT8009528621201411211701ELED00000100000048322248CUS-19819291               dsetsf12aTRC
NAUT8009528621201411211702ELED00000100000033068954CUS-19819293               dsetsf12aTRC
NAUT8009528621201411211717ELED00000100000018055610CUS-19819311               dsetsf12aTRC
NAUT8009528621201411211759ELED00000100000000693787CUS-19819345               dsetsf12aTRC
NAUT8009528621201411211759ELED00000100000027539919CUS-19819346               dsetsf12aTRC
NAUT8009528621201411211801ELED00000100000094510707CUS-19819347               dsetsf12aTRC
NAUT8009528621201411211834ELED00000100000093033805CUS-19819374               dsetsf12aTRC
NAUT8009528621201411211836ELED00000100000095670916CUS-19819377               dsetsf12aTRC
NAUT8009528621201411211837ELED00000100000092277760CUS-19819378               dsetsf12aTRC
NAUT8009528621201411211844ELED00000100000095123408CUS-19819387               dsetsf12aTRC
NAUT8009528621201411211845ELED00000100000094080650CUS-19819389               dsetsf12aTRC
NAUT8009528621201411211845ELED00000100000094556925CUS-19819388               dsetsf12aTRC
NAUT8009528621201411211846ELED00000100000059020406CUS-19819390               dsetsf12aTRC
NAUT8009528621201411211850ELED00000100000029485336CUS-19819396               dsetsf12aTRC
NAUT8009528621201411211943ELED00000100000008096856CUS-19819427               dsetsf12aTRC
NAUT8009528621201411212028ELED00000100000050021515CUS-19819482               dsetsf12aTRC
NAUT8009528621201411212044ELED00000100000077449832CUS-19819495               dsetsf12aTRC
NAUT8009528621201411212046ELED00000100000002861401CUS-19819500               dsetsf12aTRC
NAUT8009528621201411212214ELED00000100000054656608CUS-19819532               dsetsf12aTRC
NAUT8009528621201411212229ELED00000100000028031704CUS-19819539               dsetsf12aTRC
NAUT8884422748201411211641ELED00000100000045342937CUS-19798908               BFXULTBFX
